titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
TOUT POUR PLAIRE,CECILE TELERMAN,2004-03-06,2004-03-06,DOMAINE PUBLIC,SQUARE,VILLEMIN,75010,SQUARE VILLEMIN 75010 Paris France,48.87457, 2.361809,
LES INVISIBLES,JOUSSE THIERRY,2004-08-06,2004-08-06,EXTERIEUR,BOULEVARD,DE CLICHY,75018,BOULEVARD DE CLICHY 75018 Paris France,48.883617, 2.333584,
LES INVISIBLES,JOUSSE THIERRY,2004-02-06,2004-02-06,EXTERIEUR,PLACE,DES ABBESSES,75018,PLACE DES ABBESSES 75018 Paris France,48.884306, 2.338703,
LES INVISIBLES,JOUSSE THIERRY,2004-06-17,2004-06-17,EXTERIEUR,QUAI,D'ANJOU,75004,QUAI D'ANJOU 75004 Paris France,48.851915, 2.35861,
LES INVISIBLES,JOUSSE THIERRY,2004-06-16,2004-06-16,EXTERIEUR,RUE,D'ANNAM,75020,RUE D'ANNAM 75020 Paris France,48.866991, 2.394317,
MON SEJOUR EN FRANCE,ZHAI JUNJIC,2004-05-06,2004-06-06,EXTERIEUR,PASSAGE,JOUFFROY,75009,PASSAGE JOUFFROY 75009 Paris France,48.872573, 2.342202,
MON SEJOUR EN FRANCE,ZHAI JUNJIC,2004-06-16,2004-06-16,EXTERIEUR,PLACE,DES VOSGES,75004,PLACE DES VOSGES 75004 Paris France,48.85547, 2.366377,
MON SEJOUR EN FRANCE,ZHAI JUNJIC,2004-04-06,2004-04-06,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
MON SEJOUR EN FRANCE,ZHAI JUNJIC,2004-06-15,2004-06-16,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
DANS TES REVES,DENIS THYBAUD,2004-12-07,2004-12-07,EXTERIEUR,RUE,ORDENER,75018,RUE ORDENER 75018 Paris France,48.892184, 2.346226,
LE TEMPS QUI RESTE,FRANCOIS OZON,2004-12-07,2004-12-07,DOMAINE PUBLIC,PARC,SAINTE PERINE,75016,PARC SAINTE PERINE 75016 Paris France,48.844209, 2.268737,
VAS VIS ET DEVIENS,MIHAILEANU RADU,2004-06-15,2004-06-15,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
UN PRINTEMPS A PARIS,BRAL JACQUES,2004-06-14,2004-06-14,EXTERIEUR,ALLEE,PILATRE DE ROZIER,75016,ALLEE PILATRE DE ROZIER 75016 Paris France,48.86012, 2.269635,
UN PRINTEMPS A PARIS,BRAL JACQUES,2004-06-14,2004-06-14,DOMAINE PUBLIC,JARDIN,DU RANELAGH,75016,JARDIN DU RANELAGH 75016 Paris France,48.858351, 2.269517,
UN PRINTEMPS A PARIS,BRAL JACQUES,2004-07-15,2004-07-15,EXTERIEUR,RUE,MARX DORMOY,75018,RUE MARX DORMOY 75018 Paris France,48.887472, 2.359729,
UN PRINTEMPS A PARIS,BRAL JACQUES,2004-07-26,2004-07-26,EXTERIEUR,RUE,DES CAPUCINES,75002,RUE DES CAPUCINES 75002 Paris France,48.868644, 2.329647,
LA PANTHERE ROSE,LEVY SHAWN,2004-06-30,2004-06-30,EXTERIEUR,BERGES,DU PONT DE LA TOURNELLE,75005,BERGES DU PONT DE LA TOURNELLE 75005 Paris France,48.850553, 2.355368,
LA PANTHERE ROSE,LEVY SHAWN,2004-06-28,2004-06-28,EXTERIEUR,PLACE,DAUPHINE,75001,PLACE DAUPHINE 75001 Paris France,48.856719, 2.342201,
LA PANTHERE ROSE,LEVY SHAWN,2004-06-24,2004-06-24,EXTERIEUR,PLACE,ET AVENUE DE BRETEUIL,75007,PLACE ET AVENUE DE BRETEUIL 75007 Paris France,48.849525, 2.312288,
LA PANTHERE ROSE,LEVY SHAWN,2004-06-30,2004-06-30,EXTERIEUR,PONT,DE LA TOURNELLE,75004,PONT DE LA TOURNELLE 75004 Paris France,48.850686, 2.3555,
LA PANTHERE ROSE,LEVY SHAWN,2004-06-30,2004-06-30,EXTERIEUR,RUE,DU FIGUIER,75004,RUE DU FIGUIER 75004 Paris France,48.853872, 2.359054,
LES AMANTS REGULIERS,PHILIPPE GARREL,2004-07-16,2004-07-16,EXTERIEUR,IMPASSE,CHARTIERE,75005,IMPASSE CHARTIERE 75005 Paris France,48.848296, 2.346087,
LES AMANTS REGULIERS,PHILIPPE GARREL,2004-03-08,2004-03-08,EXTERIEUR,RUE,PAUL FEVAL,75018,RUE PAUL FEVAL 75018 Paris France,48.888846, 2.341055,
LES AMANTS REGULIERS,PHILIPPE GARREL,2004-08-23,2004-08-23,EXTERIEUR,RUE,CABANIS,75014,RUE CABANIS 75014 Paris France,48.830342, 2.338187,
EMMENEZ MOI,BENSIMON EDMOND,2004-06-29,2004-06-29,EXTERIEUR,RUE,DE COURCELLES ET PONT,75017,RUE DE COURCELLES ET PONT 75017 Paris France,48.882244, 2.307839,
LE TEMPS D'UN REGARD,ILAN FLAMMER,2004-09-07,2004-09-07,EXTERIEUR,RUE,OBERKAMPF,75011,RUE OBERKAMPF 75011 Paris France,48.865128, 2.375098,
LE TEMPS D'UN REGARD,ILAN FLAMMER,2004-08-07,2004-08-07,EXTERIEUR,RUE,SAINT MAUR,75011,RUE SAINT MAUR 75011 Paris France,48.865808, 2.377203,
VIDHYADHI,CHOUDARY BHAKTARAM,2004-10-07,2004-10-07,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
VIDHYADHI,CHOUDARY BHAKTARAM,2004-10-07,2004-10-07,EXTERIEUR,AVENUE,MARCEAU,75016,AVENUE MARCEAU 75016 Paris France,48.870168, 2.297672,
VIDHYADHI,CHOUDARY BHAKTARAM,2004-10-07,2004-10-07,EXTERIEUR,AVENUE,KLEBER,75016,AVENUE KLEBER 75016 Paris France,48.868335, 2.290789,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-11-08,2004-12-08,EXTERIEUR,AVENUE,DE FLANDRE ET ALLEE CENTRALE,75019,AVENUE DE FLANDRE ET ALLEE CENTRALE 75019 Paris France,48.863528, 2.327205,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-11-08,2004-12-08,EXTERIEUR,AVENUE,DE FLANDRE,75019,AVENUE DE FLANDRE 75019 Paris France,48.889426, 2.375441,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-07-20,2004-07-22,EXTERIEUR,AVENUE,DE FLANDRE ET TERRE PLEIN,75019,AVENUE DE FLANDRE ET TERRE PLEIN 75019 Paris France,48.88235, 2.381822,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-10-08,2004-11-08,EXTERIEUR,AVENUE,DE FLANDRE ET ALLEE CENTRALE,75019,AVENUE DE FLANDRE ET ALLEE CENTRALE 75019 Paris France,48.863528, 2.327205,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-08-13,2004-08-13,EXTERIEUR,AVENUE,DE FLANDRE,75019,AVENUE DE FLANDRE 75019 Paris France,48.889426, 2.375441,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-07-23,2004-07-24,EXTERIEUR,AVENUE,DE FLANDRE ET ALLEE CENTRALE,75019,AVENUE DE FLANDRE ET ALLEE CENTRALE 75019 Paris France,48.863528, 2.327205,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-10-08,2004-11-08,EXTERIEUR,AVENUE,DE FLANDRE,75019,AVENUE DE FLANDRE 75019 Paris France,48.889426, 2.375441,
UNE AVENTURE (LA BELLE IMAGE),GIANNOLI XAVIER,2004-07-20,2004-07-22,EXTERIEUR,RUE,MATHIS,75019,RUE MATHIS 75019 Paris France,48.891079, 2.373735,
LES CHEVALIERS DU CIEL,PIRES GERARD,2004-12-07,2004-12-07,EXTERIEUR,PLACE,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,48.865519, 2.321454,
LES CHEVALIERS DU CIEL,PIRES GERARD,2004-11-25,2004-11-25,EXTERIEUR,RUE,DE NARBONNE,75007,RUE DE NARBONNE 75007 Paris France,48.853127, 2.324666,
UN VRAI BONHEUR,CARON DIDIER,2004-07-27,2004-07-27,EXTERIEUR,RUE,D'ARCUEIL,75014,RUE D'ARCUEIL 75014 Paris France,48.820538, 2.342833,
GODZILLA,TAKATSU RYUICHI,2004-07-24,2004-07-26,EXTERIEUR,AVENUE,GUSTAVE EIFFEL,75007,AVENUE GUSTAVE EIFFEL 75007 Paris France,48.857935, 2.295386,
LA CAISSE,PIERRE JOLIVET,2004-08-30,2004-08-30,DOMAINE PUBLIC,RUE,CHARLES HERMITE,75018,RUE CHARLES HERMITE 75018 Paris France,48.89978, 2.367294,
LES OISEAUX DU CIEL,ELIANE DE LATOUR,2004-07-30,2004-07-30,EXTERIEUR,RUE,MYRHA,75018,RUE MYRHA 75018 Paris France,48.88699, 2.352573,
VIRGIL/BONIMENTEUR,MABROUK EL MECHRI,2004-08-16,2004-08-16,EXTERIEUR,RUE,DE MENILMONTANT ANGLE R SORBIER,75020,RUE DE MENILMONTANT ANGLE R SORBIER 75020 Paris France,48.866567, 2.391715,
VIRGIL/BONIMENTEUR,MABROUK EL MECHRI,2004-08-16,2004-08-16,EXTERIEUR,RUE,SORBIER,75011,RUE SORBIER 75011 Paris France,48.866567, 2.391715,
VIRGIL/BONIMENTEUR,MABROUK EL MECHRI,2004-08-16,2004-08-16,DOMAINE PUBLIC,TERRAIN,DES CENDRIERS (TEP DES AMANDIERS),75020,TERRAIN DES CENDRIERS (TEP DES AMANDIERS) 75020 Paris France,48.865061, 2.39905,
LA BOITE NOIRE,BERRY RICHARD,2004-04-12,2004-04-12,EXTERIEUR,PLACE,D'IENA,75016,PLACE D'IENA 75016 Paris France,48.867013, 2.295524,
LA BOITE NOIRE,BERRY RICHARD,2004-08-16,2004-08-16,EXTERIEUR,RUE,CAIL,75010,RUE CAIL 75010 Paris France,48.882783, 2.360458,
LA BOITE NOIRE,BERRY RICHARD,2004-08-16,2004-08-16,EXTERIEUR,RUE,DE L'AQUEDUC,75010,RUE DE L'AQUEDUC 75010 Paris France,48.881913, 2.362867,
LA BOITE NOIRE,BERRY RICHARD,2004-11-24,2004-11-24,EXTERIEUR,RUE,FERNAND BRAUDEL,75013,RUE FERNAND BRAUDEL 75013 Paris France,48.835631, 2.37298,
GABRIELLE,CHEREAU PATRICK,2004-08-16,2004-08-16,EXTERIEUR,RUE,MURILLO,75008,RUE MURILLO 75008 Paris France,48.877866, 2.308308,
LA MOUSTACHE,EMMANUEL CARRERE,2004-09-27,2004-09-28,EXTERIEUR,BOULEVARD,EMILE AUGIER,75016,BOULEVARD EMILE AUGIER 75016 Paris France,48.860262, 2.274047,
LA MOUSTACHE,EMMANUEL CARRERE,2004-01-10,2004-01-10,EXTERIEUR,RUE,RENE BOULANGER,75010,RUE RENE BOULANGER 75010 Paris France,48.868379, 2.360862,
TOKYO TOWER,TAKASHI NINAMOTO,2004-08-30,2004-08-30,EXTERIEUR,PONT,DES ARTS,75001,PONT DES ARTS 75001 Paris France,48.858795, 2.337747,
TOKYO TOWER,TAKASHI NINAMOTO,2004-08-30,2004-08-30,EXTERIEUR,PONT,NEUF,75001,PONT NEUF 75001 Paris France,48.857347, 2.341531,
LES PARRAINS,FREDERIC FORESTIER,2004-06-11,2004-06-11,EXTERIEUR,RUE,DE BRETAGNE,75003,RUE DE BRETAGNE 75003 Paris France,48.863247, 2.361856,
LES PARRAINS,FREDERIC FORESTIER,2004-06-11,2004-06-11,EXTERIEUR,RUE,VIEILLE DU TEMPLE,75003,RUE VIEILLE DU TEMPLE 75003 Paris France,48.860209, 2.361252,
LES PARRAINS,FREDERIC FORESTIER,2004-09-11,2004-10-11,EXTERIEUR,RUE,CLAUZEL,75009,RUE CLAUZEL 75009 Paris France,48.879158, 2.338442,
LES PARRAINS,FREDERIC FORESTIER,2004-06-11,2004-06-11,EXTERIEUR,RUE,SAINTE CROIX DE LA BRETONNERIE,75004,RUE SAINTE CROIX DE LA BRETONNERIE 75004 Paris France,48.858364, 2.355642,
UN COUPLE PARFAIT,NOBUHIRO SUWA,2004-09-15,2004-09-15,EXTERIEUR,PASSAGE,GEFFROY DIDELOT,75017,PASSAGE GEFFROY DIDELOT 75017 Paris France,48.881681, 2.317756,
UN COUPLE PARFAIT,NOBUHIRO SUWA,2004-09-14,2004-09-14,EXTERIEUR,RUE,MYRHA,75018,RUE MYRHA 75018 Paris France,48.88699, 2.352573,
MA VIE EN L'AIR,REMI BEZANCON,2004-10-22,2004-10-22,EXTERIEUR,RUE,CLAUDE LORRAIN,75016,RUE CLAUDE LORRAIN 75016 Paris France,48.841276, 2.260743,
L'ENFER,DANIS TANOVIC,2004-11-29,2004-11-29,DOMAINE PUBLIC,CIMETIERE,DU MONTPARNASSE,75014,CIMETIERE DU MONTPARNASSE 75014 Paris France,48.83791, 2.327621,
L'ENFER,DANIS TANOVIC,2004-10-12,2004-10-12,EXTERIEUR,RUE,DES PRETRES SAINT SEVERIN,75005,RUE DES PRETRES SAINT SEVERIN 75005 Paris France,48.852361, 2.345449,
L'ENFER,DANIS TANOVIC,2004-11-15,2004-11-15,EXTERIEUR,RUE,DE CLICHY,75009,RUE DE CLICHY 75009 Paris France,48.880218, 2.328976,
LE PETIT LIEUTENANT,XAVIER BEAUVOIS,2004-10-30,2004-10-30,EXTERIEUR,RUE,JEAN DE BEAUVAIS (EGLISE),75005,RUE JEAN DE BEAUVAIS (EGLISE) 75005 Paris France,48.849657, 2.347094,
COMME UN FRERE,CYRIL LEGANN,2004-04-10,2004-04-10,EXTERIEUR,RUE,DE L'ARRIVEE,75015,RUE DE L'ARRIVEE 75015 Paris France,48.84345, 2.322445,
LES KANGOUROUS,ANNE FONTAINE,2004-02-10,2004-02-10,EXTERIEUR,RUE,LORD BYRON,75008,RUE LORD BYRON 75008 Paris France,48.873215, 2.300203,
IL NE FAUT JURER DE RIEN,ERIC CIVANYAN,2004-10-30,2004-10-30,EXTERIEUR,PLACE,DES VOSGES,75004,PLACE DES VOSGES 75004 Paris France,48.85547, 2.366377,
IL NE FAUT JURER DE RIEN,ERIC CIVANYAN,2004-10-30,2004-10-30,DOMAINE PUBLIC,SQUARE,LOUIS XIII,75004,SQUARE LOUIS XIII 75004 Paris France,48.855418, 2.355782,
GENTILLE,SOPHIE FILLIERES,2004-03-11,2004-04-11,EXTERIEUR,RUE,SAINT MERRI,75004,RUE SAINT MERRI 75004 Paris France,48.859604, 2.352546,
GENTILLE,SOPHIE FILLIERES,2004-10-29,2004-10-29,EXTERIEUR,RUE,SIMON LE FRANC,75004,RUE SIMON LE FRANC 75004 Paris France,48.860026, 2.35392,
L'EQUILIBRE DE LA TERREUR,JEAN MARTIAL LEFRANC,2004-10-27,2004-10-27,EXTERIEUR,BERGES,DU CANAL,93000,BERGES DU CANAL 93000 Paris France,48.856614, 2.352222,
DE PARTICULIER A PARTICULIER,BRICE CAUVIN,2004-11-18,2004-11-18,EXTERIEUR,BERGES,DU QUAI DES GRANDS AUGUSTINS,75006,BERGES DU QUAI DES GRANDS AUGUSTINS 75006 Paris France,48.854679, 2.342401,
DE PARTICULIER A PARTICULIER,BRICE CAUVIN,2004-11-27,2004-11-27,EXTERIEUR,RUE,KELLER,75011,RUE KELLER 75011 Paris France,48.854423, 2.376096,
BACKSTAGE,EMMANUELLE BERCOT,2004-12-30,2004-12-30,EXTERIEUR,AVENUE,MONTAIGNE (CONTRE ALLEE),75008,AVENUE MONTAIGNE (CONTRE ALLEE) 75008 Paris France,48.874167, 2.311111,
BACKSTAGE,EMMANUELLE BERCOT,2004-12-30,2004-12-30,EXTERIEUR,RUE,DE PRONY,75017,RUE DE PRONY 75017 Paris France,48.882568, 2.303638,
GRABUGES,JEAN PIERRE MOCKY,2004-12-15,2004-12-15,EXTERIEUR,BOULEVARD,DE LA VILLETTE,75010,BOULEVARD DE LA VILLETTE 75010 Paris France,48.878444, 2.370099,
GRABUGES,JEAN PIERRE MOCKY,2004-12-15,2004-12-15,DOMAINE PUBLIC,MARCHE,DE BARBES,75018,MARCHE DE BARBES 75018 Paris France,48.887872, 2.34953,
GRABUGES,JEAN PIERRE MOCKY,2004-12-17,2004-12-17,EXTERIEUR,PASSAGE,THIERE,75011,PASSAGE THIERE 75011 Paris France,48.853836, 2.374063,
GRABUGES,JEAN PIERRE MOCKY,2004-12-16,2004-12-16,EXTERIEUR,RUE,DU FAUBOURG SAINT ANTOINE,75011,RUE DU FAUBOURG SAINT ANTOINE 75011 Paris France,48.850435, 2.381515,
J'AI VU TUER BEN BARKA,SERGE LE PERON,2005-01-26,2005-01-26,EXTERIEUR,AVENUE,FOCH,75016,AVENUE FOCH 75016 Paris France,48.872126, 2.285236,
J'AI VU TUER BEN BARKA,SERGE LE PERON,2005-02-13,2005-02-15,EXTERIEUR,BOULEVARD,SAINT GERMAIN,75006,BOULEVARD SAINT GERMAIN 75006 Paris France,48.853221, 2.335691,
J'AI VU TUER BEN BARKA,SERGE LE PERON,2005-12-02,2005-12-02,EXTERIEUR,BOULEVARD,SAINT GERMAIN,75006,BOULEVARD SAINT GERMAIN 75006 Paris France,48.853221, 2.335691,
J'AI VU TUER BEN BARKA,SERGE LE PERON,2005-01-28,2005-01-28,EXTERIEUR,PLACE,EDOUARD VII,75009,PLACE EDOUARD VII 75009 Paris France,48.871253, 2.32903,
J'AI VU TUER BEN BARKA,SERGE LE PERON,2005-02-17,2005-02-17,EXTERIEUR,RUE,SAINT BENOIT,75006,RUE SAINT BENOIT 75006 Paris France,48.85438, 2.33284,
VIVE LA VIE,YVES FAJNBERG,2005-01-18,2005-01-18,EXTERIEUR,AVENUE,DE BRETEUIL,75007,AVENUE DE BRETEUIL 75007 Paris France,48.849525, 2.312288,
VIVE LA VIE,YVES FAJNBERG,2005-09-03,2005-09-03,EXTERIEUR,PONT,TOURNELLE,75005,PONT TOURNELLE 75005 Paris France,48.850553, 2.355368,
VIVE LA VIE,YVES FAJNBERG,2005-09-03,2005-09-03,EXTERIEUR,PORT,DE LA TOURNELLE,75005,PORT DE LA TOURNELLE 75005 Paris France,48.849811, 2.356086,
DA VINCI CODE,RON HOWARD,2005-05-07,2005-05-07,EXTERIEUR,PASSAGE,RICHELIEU,75001,PASSAGE RICHELIEU 75001 Paris France,48.862322, 2.336526,
DA VINCI CODE,RON HOWARD,2005-06-30,2005-01-07,EXTERIEUR,RUE,DU 29 JUILLET,75001,RUE DU 29 JUILLET 75001 Paris France,48.865488, 2.330809,
ANGEL-A,LUC BESSON,2005-08-26,2005-08-26,EXTERIEUR,PLACE,DU MARCHE,75001,PLACE DU MARCHE 75001 Paris France,48.866912, 2.332181,
ANGEL-A,LUC BESSON,2005-06-26,2005-06-27,EXTERIEUR,PONT,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,48.863669, 2.313547,
ANGEL-A,LUC BESSON,2005-09-09,2005-09-09,EXTERIEUR,PONT,AU DOUBLE,75004,PONT AU DOUBLE 75004 Paris France,48.852611, 2.348438,
ANGEL-A,LUC BESSON,2005-08-22,2005-08-22,EXTERIEUR,RUE,DU CARDINAL DUBOIS,75018,RUE DU CARDINAL DUBOIS 75018 Paris France,48.885897, 2.343163,
ANGEL-A,LUC BESSON,2005-07-18,2005-07-18,EXTERIEUR,RUE,BARBEY D'AUREVILLY,75007,RUE BARBEY D'AUREVILLY 75007 Paris France,48.856864, 2.300054,
LE PRESSENTIMENT,J. PIERRE DARROUSSIN,2005-08-08,2005-08-08,EXTERIEUR,BOULEVARD,RICHARD LENOIR,75011,BOULEVARD RICHARD LENOIR 75011 Paris France,48.859756, 2.371793,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-11-07,2005-11-07,EXTERIEUR,AVENUE,CARREFOUR F.D.ROOSEVELT ET GL EISENHOWER,75008,AVENUE CARREFOUR F.D.ROOSEVELT ET GL EISENHOWER 75008 Paris France,48.874167, 2.311111,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-06-07,2005-06-07,EXTERIEUR,PLACE,FRANCOIS 1ER,75008,PLACE FRANCOIS 1ER 75008 Paris France,48.866122, 2.307928,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-06-07,2005-06-07,EXTERIEUR,PLACE,DE LA REINE ASTRID,75008,PLACE DE LA REINE ASTRID 75008 Paris France,48.86508, 2.303176,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-07-07,2005-07-07,EXTERIEUR,RUE,DE CHAILLOT,75016,RUE DE CHAILLOT 75016 Paris France,48.866702, 2.296704,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-07-07,2005-07-07,EXTERIEUR,RUE,LAMBALLE,75016,RUE LAMBALLE 75016 Paris France,48.854494, 2.281401,
COMME T'Y ES BELLE,LIZA AZUELOS,2005-12-07,2005-12-07,EXTERIEUR,RUE,DE RENNES,75006,RUE DE RENNES 75006 Paris France,48.850174, 2.329825,
NE LE DIS A PERSONNE,GUILLAUME CANET,2005-09-23,2005-09-23,EXTERIEUR,RUE,HENRI HUCHARD,75018,RUE HENRI HUCHARD 75018 Paris France,48.899082, 2.333948,
LES BIEN AIMES,CHRISTOPHE HONORE,2010-10-31,2010-01-11,EXTERIEUR,RUE,DE CONSTANTINOPLE,75008,RUE DE CONSTANTINOPLE 75008 Paris France,,,
LES BIEN AIMES,CHRISTOPHE HONORE,2010-03-11,2010-03-11,EXTERIEUR,BOULEVARD,DE LA CHAPELLE,75018,BOULEVARD DE LA CHAPELLE 75018 Paris France,48.884366, 2.356883,
SIMON KILLER,ANTONIO CAMPOS,2010-11-22,2010-11-22,EXTERIEUR,RUE,ANDRE ANTOINE,75018,RUE ANDRE ANTOINE 75018 Paris France,48.883808, 2.337624,
SIMON KILLER,ANTONIO CAMPOS,2010-10-12,2010-10-12,EXTERIEUR,RUE,ALFRED STEVENS,75009,RUE ALFRED STEVENS 75009 Paris France,,,
SIMON KILLER,ANTONIO CAMPOS,2010-11-25,2010-11-25,EXTERIEUR,RUE,CHENIER,75002,RUE CHENIER 75002 Paris France,48.869316, 2.351428,
A LA MERVEILLE,TERRENCE MALICK,2010-06-12,2010-06-12,EXTERIEUR,BERGES,DU VERT GALANT,75004,BERGES  DU VERT GALANT 75004 Paris France,,,
LES BIEN AIMES,CHRISTOPHE HONORE,2010-05-11,2010-05-11,EXTERIEUR,RUE,DU FAUBOURG SAINT DENIS,75010,RUE DU FAUBOURG SAINT DENIS 75010 Paris France,48.877194, 2.356223,
SIMON KILLER,ANTONIO CAMPOS,2010-11-19,2010-11-19,DOMAINE PUBLIC,QUAI,DE SEINE,75019,QUAI DE SEINE 75019 Paris France,48.88668, 2.374554,
SIMON KILLER,ANTONIO CAMPOS,2010-11-23,2010-11-23,EXTERIEUR,RUE,VERNON,75018,RUE VERNON 75018 Paris France,,,
SIMON KILLER,ANTONIO CAMPOS,2010-11-18,2010-11-18,EXTERIEUR,RUE,RENE BOULANGER,75010,RUE RENE BOULANGER 75010 Paris France,48.868379, 2.360862,
SIMON KILLER,ANTONIO CAMPOS,2010-11-23,2010-11-23,EXTERIEUR,BOULEVARD,DE CLICHY,75018,BOULEVARD DE CLICHY 75018 Paris France,48.883617, 2.333584,
A LA MERVEILLE,TERRENCE MALICK,2010-06-12,2010-06-12,EXTERIEUR,QUAI,CONTI,75006,QUAI CONTI 75006 Paris France,48.857199, 2.338628,
LA CERISE SUR LE GATEAU,LAURA MORANTE,2010-12-28,2010-12-28,EXTERIEUR,PLACE,DES PETITS PERES,75002,PLACE DES PETITS PERES 75002 Paris France,48.866469, 2.341039,
LA CERISE SUR LE GATEAU,LAURA MORANTE,2010-12-27,2010-12-27,EXTERIEUR,PLACE,DE LA MADELEINE,75008,PLACE DE LA MADELEINE 75008 Paris France,48.87084, 2.324248,
INCONTROLABLE,RAFFY SHART,2005-07-28,2005-07-28,EXTERIEUR,PLACE,SAINT MICHEL,75006,PLACE SAINT MICHEL 75006 Paris France,48.853586, 2.343888,
INCONTROLABLE,RAFFY SHART,2005-09-09,2005-09-09,EXTERIEUR,RUE,AMELOT,75011,RUE AMELOT 75011 Paris France,48.860157, 2.367991,
A L'ARRACHE,KIM MASSEE,2005-07-20,2005-07-20,EXTERIEUR,RUE,DE TORCY,75018,RUE DE TORCY 75018 Paris France,48.891298, 2.362296,
A L'ARRACHE,KIM MASSEE,2005-07-21,2005-07-21,EXTERIEUR,RUE,DE BELLEVILLE,75019,RUE DE BELLEVILLE 75019 Paris France,48.875458, 2.391738,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-11-08,2005-11-08,EXTERIEUR,PLACE,DU TROCADERO,75016,PLACE DU TROCADERO 75016 Paris France,48.862318, 2.287561,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-08-20,2005-08-20,EXTERIEUR,ROND POINT,DES CHAMSP ELYSEES,75008,ROND POINT DES CHAMSP ELYSEES 75008 Paris France,48.869012, 2.309055,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-07-29,2005-07-29,EXTERIEUR,RUE,DE FLEURUS,75006,RUE DE FLEURUS 75006 Paris France,48.847076, 2.329992,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-01-08,2005-01-08,EXTERIEUR,RUE,PERREE,75003,RUE PERREE 75003 Paris France,48.864641, 2.361339,
JARDINS EN AUTOMNE,OTAR IOSSELIANI,2005-01-08,2005-02-08,EXTERIEUR,RUE,DUBOIS,75003,RUE DUBOIS 75003 Paris France,48.865565, 2.361479,
CABARET PARADIS,C. ET G BENNIZIO,2005-07-22,2005-07-22,EXTERIEUR,RUE,ARMAND GAUTIER,75018,RUE ARMAND GAUTIER 75018 Paris France,48.889433, 2.332826,
ON VA S'AIMER,IVAN CALBERAC,2005-08-19,2005-08-19,EXTERIEUR,CHAUSSEE,DE L'ETANG,75012,CHAUSSEE DE L'ETANG 75012 Paris France,48.83814, 2.42127,
ON VA S'AIMER,IVAN CALBERAC,2005-07-27,2005-07-27,EXTERIEUR,RUE,LHOMOND,75005,RUE LHOMOND 75005 Paris France,48.84283, 2.347075,
CHEMIN SANS ISSUE/LA CALIFORNIE,JACQUES FIESCHI,2005-07-25,2005-07-25,EXTERIEUR,IMPASSE,CITE DE L'AMEUBLEMENT,75011,IMPASSE CITE DE L'AMEUBLEMENT 75011 Paris France,48.850447, 2.385645,
NOUVELLE CHANCE,ANNE FONTAINE,2005-08-15,2005-08-15,EXTERIEUR,RUE,DE BELLEVILLE,75020,RUE DE BELLEVILLE 75020 Paris France,48.875459, 2.391367,
CAMPING,FABIEN ONTENIENTE,2005-04-08,2005-04-08,EXTERIEUR,RUE,D'ESTREE,75007,RUE D'ESTREE 75007 Paris France,48.816529, 2.355045,
LA MAISON DU BONHEUR,DANY BOON,2005-09-13,2005-09-13,EXTERIEUR,BOULEVARD,DE PICPUS,75012,BOULEVARD DE PICPUS 75012 Paris France,48.843375, 2.401477,
LA MAISON DU BONHEUR,DANY BOON,2005-09-16,2005-09-16,EXTERIEUR,RUE,DU COLONEL DRIANT,75001,RUE DU COLONEL DRIANT 75001 Paris France,48.863462, 2.340116,
LA MAISON DU BONHEUR,DANY BOON,2005-09-09,2005-09-09,EXTERIEUR,RUE,DE LA CROIX DES PETITS CHAMPS,75001,RUE DE LA CROIX DES PETITS CHAMPS 75001 Paris France,48.864084, 2.340055,
