titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
LES INTERMITTENCES DU COEUR,FABIO CARPI,2002-05-12,2002-05-12,EXTERIEUR,PONT,SAINT-LOUIS,75004,PONT SAINT-LOUIS 75004 Paris France,48.852745, 2.352713,
LE ROLE DE SA VIE,FRANCOIS FAVRAT,2003-01-22,2003-01-22,EXTERIEUR,PERIPHERIQUE,INTERIEUR PLAINE DAUPHINE,75015,PERIPHERIQUE INTERIEUR PLAINE DAUPHINE 75015 Paris France,48.841328, 2.300292,
NATHALIE X...,ANNE FONTAINE,2003-04-03,2003-04-03,EXTERIEUR,AVENUE,DE LA REPUBLIQUE,75011,AVENUE DE LA REPUBLIQUE 75011 Paris France,48.865016, 2.375798,
NATHALIE X...,ANNE FONTAINE,2003-02-13,2003-02-13,EXTERIEUR,AVENUE,MAC MAHON,75017,AVENUE MAC MAHON 75017 Paris France,48.876498, 2.294553,
NATHALIE X...,ANNE FONTAINE,2003-01-28,2003-01-28,EXTERIEUR,PLACE,DE LA MADELEINE,75008,PLACE DE LA MADELEINE 75008 Paris France,48.87084, 2.324248,
NATHALIE X...,ANNE FONTAINE,2003-10-03,2003-10-03,EXTERIEUR,QUAI,DE JEMMAPES ET BERGES,75010,QUAI DE JEMMAPES ET BERGES 75010 Paris France,48.875508, 2.357853,
NATHALIE X...,ANNE FONTAINE,2003-06-02,2003-06-02,EXTERIEUR,RUE,DU GENERAL LANREZAC,75017,RUE DU GENERAL LANREZAC 75017 Paris France,48.876296, 2.29404,
SUPER RIPOUX,CLAUDE ZIDI,2003-01-23,2003-01-23,EXTERIEUR,BERGES,DU PORT,75012,BERGES DU PORT 75012 Paris France,48.840808, 2.388183,
SUPER RIPOUX,CLAUDE ZIDI,2003-01-22,2003-01-22,EXTERIEUR,BOULEVARD,BOURDON,75004,BOULEVARD BOURDON 75004 Paris France,48.850108, 2.366928,
SUPER RIPOUX,CLAUDE ZIDI,2003-03-04,2003-03-04,EXTERIEUR,BOULEVARD,BONNE NOUVELLE (SORTIE DE METRO),75009,BOULEVARD BONNE NOUVELLE (SORTIE DE METRO) 75009 Paris France,48.878281, 2.336967,
SUPER RIPOUX,CLAUDE ZIDI,2003-01-21,2003-01-21,EXTERIEUR,BOULEVARD,BOURDON,75004,BOULEVARD BOURDON 75004 Paris France,48.850108, 2.366928,
SUPER RIPOUX,CLAUDE ZIDI,2003-01-27,2003-01-27,EXTERIEUR,RUE,THEODORE ROUSSEL,75012,RUE THEODORE ROUSSEL   75012 Paris France,48.840808, 2.388183,
PROCESS,CS LEIGH,2003-01-20,2003-01-20,EXTERIEUR,QUAI,FRANCOIS MAURIAC,75013,QUAI FRANCOIS MAURIAC 75013 Paris France,48.834138, 2.377319,
COMME UN SEUL HOMME,LIONEL ABEILLON,2003-01-26,2003-01-26,EXTERIEUR,AVENUE,PIERRE MASSE (PASSERELLE,75014,AVENUE PIERRE MASSE (PASSERELLE 75014 Paris France,48.833022, 2.326889,
COMME UN SEUL HOMME,LIONEL ABEILLON,2003-05-10,2003-05-10,EXTERIEUR,RUE,WATT ET SOUS LE PONT,75013,RUE WATT ET SOUS LE PONT 75013 Paris France,48.832222, 2.355556,
WILD SIDE,SEBASTIEN LIFSHITZ,2003-10-02,2003-10-02,EXTERIEUR,BOULEVARD,DES BATIGNOLLES,75017,BOULEVARD DES BATIGNOLLES 75017 Paris France,48.882479, 2.321646,
WILD SIDE,SEBASTIEN LIFSHITZ,2003-03-02,2003-03-02,EXTERIEUR,BOULEVARD,MAGENTA,75010,BOULEVARD MAGENTA 75010 Paris France,48.876019, 2.35621,
5 X 2,FRANCOIS OZON,2003-05-09,2003-05-09,EXTERIEUR,RUE,CONDORCET,75009,RUE CONDORCET 75009 Paris France,48.88017, 2.343757,
AGENTS SECRETS,FREDERIC SCHOENDOERF,2003-11-03,2003-11-03,EXTERIEUR,RUE,DE MAGDEBOURG,75016,RUE DE MAGDEBOURG 75016 Paris France,48.864381, 2.289772,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-03-27,2003-03-27,EXTERIEUR,PLACE,DE DUBLIN,75008,PLACE DE DUBLIN 75008 Paris France,48.728228, 2.359775,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-05-20,2003-05-20,EXTERIEUR,PLACE,DE LA NATION,75011,PLACE DE LA NATION 75011 Paris France,48.84848, 2.395755,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-03-28,2003-03-28,EXTERIEUR,RUE,DE MOSCOU,75008,RUE DE MOSCOU 75008 Paris France,48.880865, 2.324309,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-09-04,2003-09-04,EXTERIEUR,RUE,A. BOURDELLE/R A. MOISSAN (ANGLE),75015,RUE A. BOURDELLE/R A. MOISSAN (ANGLE) 75015 Paris France,48.841328, 2.300292,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-03-26,2003-03-26,EXTERIEUR,RUE,DE MOSCOU,75008,RUE DE MOSCOU 75008 Paris France,48.880865, 2.324309,
UNE VIE A T'ATTENDRE,THIERRY KLIFA,2003-12-05,2003-12-05,EXTERIEUR,RUE,DU GENERAL BRUNET,75019,RUE DU GENERAL BRUNET 75019 Paris France,48.880085, 2.390245,
DANS LE ROUGE DU COUCHANT,EDGARDO COZARINSKY,2003-01-06,2003-01-06,EXTERIEUR,RUE,BEAUREGARD,75002,RUE BEAUREGARD 75002 Paris France,48.86929, 2.349667,
DANS LE ROUGE DU COUCHANT,EDGARDO COZARINSKY,2003-04-25,2003-04-25,EXTERIEUR,RUE,AU MAIRE,75003,RUE AU MAIRE 75003 Paris France,48.864791, 2.355425,
DANS LE ROUGE DU COUCHANT,EDGARDO COZARINSKY,2003-05-29,2003-05-29,EXTERIEUR,RUE,PALESTRO,75002,RUE PALESTRO   75002 Paris France,48.865747, 2.351704,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-07-07,2003-07-07,EXTERIEUR,PONT,D'ARCOLE,75004,PONT D'ARCOLE 75004 Paris France,48.85546, 2.350547,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-07-07,2003-07-07,EXTERIEUR,QUAI,AUX FLEURS,75004,QUAI AUX FLEURS 75004 Paris France,48.853968, 2.3518,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-09-07,2003-09-07,EXTERIEUR,QUAI,DE L'HORLOGE,75004,QUAI DE L'HORLOGE 75004 Paris France,48.856904, 2.343726,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-08-07,2003-08-07,EXTERIEUR,RUE,DE LA COLOMBE,75004,RUE DE LA COLOMBE 75004 Paris France,48.85454, 2.350326,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-03-19,2003-03-19,EXTERIEUR,RUE,DE HARLAY,75001,RUE DE HARLAY 75001 Paris France,48.856581, 2.343213,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-09-07,2003-09-07,EXTERIEUR,RUE,LOBAU,75004,RUE LOBAU 75004 Paris France,48.856015, 2.353254,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-08-07,2003-08-07,EXTERIEUR,RUE,D'ARCOLE,75004,RUE D'ARCOLE 75004 Paris France,48.854393, 2.349757,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-07-07,2003-07-07,EXTERIEUR,RUE,D'ARCOLE,75004,RUE D'ARCOLE 75004 Paris France,48.854393, 2.349757,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-09-07,2003-09-07,EXTERIEUR,RUE,DE LA COLOMBE,75004,RUE DE LA COLOMBE 75004 Paris France,48.85454, 2.350326,
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE),NANCY MEYERS,2003-09-25,2003-09-25,EXTERIEUR,RUE,DU ROCHER,75008,RUE DU ROCHER 75008 Paris France,48.878133, 2.320013,
LE GRAND ROLE,STEVE SUISSA,2003-04-14,2003-04-14,EXTERIEUR,PLACE,EDOUARD VII,75009,PLACE EDOUARD VII 75009 Paris France,48.871253, 2.32903,
LE GRAND ROLE,STEVE SUISSA,2003-04-23,2003-04-23,EXTERIEUR,RUE,DE THORIGNY,75003,RUE DE THORIGNY 75003 Paris France,48.859877, 2.362972,
LE GRAND ROLE,STEVE SUISSA,2003-04-28,2003-04-28,EXTERIEUR,RUE,DE LA PERLE,75003,RUE DE LA PERLE 75003 Paris France,48.859932, 2.360739,
LE GRAND ROLE,STEVE SUISSA,2003-04-17,2003-04-17,EXTERIEUR,RUE,GEOFFROY MARIE,75009,RUE GEOFFROY MARIE 75009 Paris France,48.873446, 2.343813,
LE GRAND ROLE,STEVE SUISSA,2003-07-05,2003-07-05,EXTERIEUR,RUE,CHARLOT,75003,RUE CHARLOT 75003 Paris France,48.862886, 2.362589,
LE GRAND ROLE,STEVE SUISSA,2003-07-05,2003-07-05,EXTERIEUR,RUE,DES ARCHIVES,75003,RUE DES ARCHIVES 75003 Paris France,48.860884, 2.357813,
LE GRAND ROLE,STEVE SUISSA,2003-05-15,2003-05-15,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
LE GRAND ROLE,STEVE SUISSA,2003-04-22,2003-04-22,EXTERIEUR,RUE,DE THORIGNY,75003,RUE DE THORIGNY 75003 Paris France,48.859877, 2.362972,
LE GRAND ROLE,STEVE SUISSA,2003-04-23,2003-04-23,EXTERIEUR,RUE,SAINTE ANASTASE,75003,RUE SAINTE ANASTASE 75003 Paris France,48.859666, 2.363747,
LE GRAND ROLE,STEVE SUISSA,2003-04-28,2003-04-28,EXTERIEUR,RUE,PASTOURELLE,75003,RUE PASTOURELLE 75003 Paris France,48.86258, 2.359772,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-04-23,2003-04-23,EXTERIEUR,AVENUE,DU MAINE,75014,AVENUE DU MAINE 75014 Paris France,48.836354, 2.32345,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-04-24,2003-04-24,EXTERIEUR,AVENUE,DU GENERAL LECLERC,75014,AVENUE DU GENERAL LECLERC 75014 Paris France,48.829592, 2.328413,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-05-05,2003-05-05,EXTERIEUR,BOULEVARD,ARAGO,75014,BOULEVARD ARAGO 75014 Paris France,48.834624, 2.337211,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-05-30,2003-05-30,EXTERIEUR,QUAI,DES CELESTINS,75004,QUAI DES CELESTINS 75004 Paris France,48.852245, 2.360771,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-05-05,2003-05-05,EXTERIEUR,RUE,JEAN DOLENT,75014,RUE JEAN DOLENT 75014 Paris France,48.833682, 2.338471,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-04-15,2003-04-15,EXTERIEUR,RUE,DE LA LEGION ETRANGERE,75014,RUE DE LA LEGION ETRANGERE 75014 Paris France,48.820998, 2.324496,
NE QUITTEZ PAS,ARTHUR JOFFE,2003-05-05,2003-05-05,EXTERIEUR,RUE,MESSIER,75014,RUE MESSIER 75014 Paris France,48.833991, 2.338087,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-12-05,2003-12-05,EXTERIEUR,CITE,LOUBEYRE,75020,CITE LOUBEYRE 75020 Paris France,48.871014, 2.3886,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-05-14,2003-05-14,EXTERIEUR,CITE,LOUBEYRE,75020,CITE LOUBEYRE 75020 Paris France,48.871014, 2.3886,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-12-05,2003-12-05,EXTERIEUR,PASSAGE,PLANTIN,75020,PASSAGE PLANTIN 75020 Paris France,48.871136, 2.388429,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-05-14,2003-05-14,EXTERIEUR,PASSAGE,PLANTIN,75020,PASSAGE PLANTIN 75020 Paris France,48.871136, 2.388429,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-05-13,2003-05-13,EXTERIEUR,RUE,DU TRANSVAAL,75020,RUE DU TRANSVAAL 75020 Paris France,48.871643, 2.387673,
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,2003-05-14,2003-05-14,EXTERIEUR,RUE,DU TRANSVAAL,75020,RUE DU TRANSVAAL 75020 Paris France,48.871643, 2.387673,
UN AMOUR PARISIEN,EQUIPE RUSSE,2003-07-05,2003-07-05,EXTERIEUR,RUE,DES ROSIERS,75004,RUE DES ROSIERS 75004 Paris France,48.857021, 2.359743,
UN AMOUR PARISIEN,EQUIPE RUSSE,2003-09-05,2003-09-05,EXTERIEUR,RUE,CAUMARTIN,75009,RUE CAUMARTIN 75009 Paris France,48.8727, 2.328263,
CONFIDENCES TROP INTIMES,PATRICE LECONTE,2003-05-26,2003-05-26,EXTERIEUR,RUE,LABIE,75017,RUE LABIE 75017 Paris France,48.879228, 2.287993,
COMME UNE IMAGE,AGNES JAOUI,2003-09-18,2003-09-18,EXTERIEUR,RUE,DE L'ECHIQUIER,7009,RUE DE L'ECHIQUIER 7009 Paris France,48.871618, 2.349916,
COMME UNE IMAGE,AGNES JAOUI,2003-05-09,2003-05-09,EXTERIEUR,RUE,DES BERNARDINS,75005,RUE DES BERNARDINS 75005 Paris France,48.849638, 2.350347,
COMME UNE IMAGE,AGNES JAOUI,2003-09-17,2003-09-17,EXTERIEUR,RUE,DE LA CHAUSSEE D'ANTIN,75009,RUE DE LA CHAUSSEE D'ANTIN 75009 Paris France,48.873633, 2.332997,
COMME UNE IMAGE,AGNES JAOUI,2003-09-15,2003-09-15,EXTERIEUR,RUE,DU BOURG L'ABBE,75003,RUE DU BOURG L'ABBE 75003 Paris France,48.864002, 2.35228,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-22,2004-04-22,EXTERIEUR,BERGES,DU PORT,75005,BERGES DU PORT 75005 Paris France,48.843491, 2.351834,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-29,2004-04-29,EXTERIEUR,COURS,LA REINE,75008,COURS LA REINE 75008 Paris France,48.864827, 2.3142,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-26,2004-04-26,EXTERIEUR,PONT,DE L'ARCHEVECHE,75005,PONT DE L'ARCHEVECHE 75005 Paris France,48.851604, 2.351582,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-29,2004-04-29,EXTERIEUR,PONT,DE LA CONCORDE,75008,PONT DE LA CONCORDE 75008 Paris France,48.86366, 2.319788,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-27,2004-04-27,EXTERIEUR,PONT,DE L'ARCHEVECHE,75005,PONT DE L'ARCHEVECHE 75005 Paris France,48.851604, 2.351582,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-27,2004-04-27,EXTERIEUR,PONT,DE LA CONCORDE,75008,PONT DE LA CONCORDE 75008 Paris France,48.86366, 2.319788,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-24,2004-04-24,EXTERIEUR,PONT,DE LA CONCORDE,75008,PONT DE LA CONCORDE 75008 Paris France,48.86366, 2.319788,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-28,2004-04-28,EXTERIEUR,QUAI,DE MONTEBELLO,75005,QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
UN AMOUR DESASTREUX,KARA YOURI,2004-04-24,2004-04-24,EXTERIEUR,QUAI,DE MONTEBELLO,75005,QUAI DE MONTEBELLO 75005 Paris France,48.852351, 2.348252,
QUARTIER VIP,FIRODE LAURENT,2004-10-05,2004-10-05,EXTERIEUR,RUE,MESSIER,75014,RUE MESSIER 75014 Paris France,48.833991, 2.338087,
TOUT POUR PLAIRE,CECILE TELERMAN,2004-04-06,2004-04-06,EXTERIEUR,RUE,JULIETTE,75018,RUE JULIETTE 75018 Paris France,48.875302, 2.369187,
LES INVISIBLES,JOUSSE THIERRY,2004-03-06,2004-03-06,EXTERIEUR,PASSAGE,DU CHAROLAIS,75012,PASSAGE DU CHAROLAIS 75012 Paris France,48.84068, 2.387034,
BEBE/QUI DE NOUS DEUX,CHARLES BELMONT,2005-02-21,2005-02-21,DOMAINE PUBLIC,PISCINE,DE L'ASPIRANT DUNAN,75014,PISCINE DE L'ASPIRANT DUNAN 75014 Paris France,48.833022, 2.326889,
BEBE/QUI DE NOUS DEUX,CHARLES BELMONT,2005-04-23,2005-04-23,EXTERIEUR,RUE,DE TOLBIAC,75013,RUE DE TOLBIAC 75013 Paris France,48.826153, 2.359258,
BEBE/QUI DE NOUS DEUX,CHARLES BELMONT,2005-02-18,2005-02-18,EXTERIEUR,RUE,DES PLANTES,75014,RUE DES PLANTES 75014 Paris France,48.828284, 2.321711,
BEBE/QUI DE NOUS DEUX,CHARLES BELMONT,2005-02-21,2005-02-21,DOMAINE PUBLIC,SALLE*,DE BOXE MARCEL CERDAN,75013,SALLE* DE BOXE MARCEL CERDAN 75013 Paris France,48.832222, 2.355556,
FRAGMENTS,FRANCK LLOPIS,2005-02-28,2005-02-28,EXTERIEUR,RUE,DE PARADIS,75010,RUE DE PARADIS 75010 Paris France,48.87515, 2.351788,
FRAGMENTS,FRANCK LLOPIS,2005-04-03,2005-04-03,EXTERIEUR,RUE,MARTEL,75010,RUE MARTEL 75010 Paris France,48.874212, 2.353121,
CALL ME AGOSTINO,CHRISTINE LAURENT,2005-02-17,2005-02-17,EXTERIEUR,QUAI,DE SEINE,75019,QUAI DE SEINE 75019 Paris France,48.88668, 2.374554,
UN AMI PARFAIT,FRANCIS GIROD,2005-03-21,2005-03-25,EXTERIEUR,RUE,DE LA CROIX NIVERT,75015,RUE DE LA CROIX NIVERT 75015 Paris France,48.842151, 2.293767,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-05-18,2005-05-18,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-06-04,2005-06-04,EXTERIEUR,AVENUE,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,48.867539, 2.307055,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-04-13,2005-04-13,EXTERIEUR,GARE,DE LYON,75012,GARE DE LYON 75012 Paris France,48.844717, 2.37393,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-05-17,2005-05-17,EXTERIEUR,IMPASSE,DES QUATRE MAISONS,75008,IMPASSE DES QUATRE MAISONS 75008 Paris France,48.851739, 2.337801,
FAUTEUILS D'ORCHESTRE,DANIELE THOMPSON,2005-05-17,2005-05-17,EXTERIEUR,QUAI,DE NEW YORK,75008,QUAI DE NEW YORK 75008 Paris France,48.864205, 2.301672,
TOI ET MOI,JULIE LOPES CURVAL,2005-04-21,2005-04-21,EXTERIEUR,QUAI,FRANCOIS MAURIAC,75013,QUAI FRANCOIS MAURIAC 75013 Paris France,48.834138, 2.377319,
TOI ET MOI,JULIE LOPES CURVAL,2005-04-04,2005-04-04,EXTERIEUR,RUE,DU DESSOUS DES BERGES,75013,RUE DU DESSOUS DES BERGES 75013 Paris France,48.827085, 2.374209,
NO WAY (2),OWELL A. BROWN,2005-08-04,2005-08-04,EXTERIEUR,BOULEVARD,DE CLICHY,75018,BOULEVARD DE CLICHY 75018 Paris France,48.883617, 2.333584,
NO WAY (2),OWELL A. BROWN,2005-10-04,2005-10-04,EXTERIEUR,PASSAGE,CLICHY,75018,PASSAGE CLICHY 75018 Paris France,48.884611, 2.328324,
NO WAY (2),OWELL A. BROWN,2005-09-04,2005-09-04,EXTERIEUR,PASSAGE,CLICHY,75018,PASSAGE CLICHY 75018 Paris France,48.884611, 2.328324,
OLE,FLORENCE QUENTIN,2005-04-13,2005-04-13,EXTERIEUR,AVENUE,GABRIEL,75008,AVENUE GABRIEL 75008 Paris France,48.868372, 2.31639,
OLE,FLORENCE QUENTIN,2005-11-04,2005-11-04,EXTERIEUR,PLACE,DE LA BASTILLE,75012,PLACE DE LA BASTILLE 75012 Paris France,48.85322, 2.369573,
OLE,FLORENCE QUENTIN,2005-04-25,2005-04-25,EXTERIEUR,PLACE,DE LA MADELEINE,75008,PLACE DE LA MADELEINE 75008 Paris France,48.87084, 2.324248,
OLE,FLORENCE QUENTIN,2005-04-18,2005-04-18,EXTERIEUR,RUE,JASMIN,75016,RUE JASMIN 75016 Paris France,48.851914, 2.266499,
L'ANNIVERSAIRE,DIANE KURYS,2005-04-22,2005-04-22,EXTERIEUR,RUE,DE L'UNIVERSITE,75007,RUE DE L'UNIVERSITE 75007 Paris France,48.861018, 2.314093,
L'ANNIVERSAIRE,DIANE KURYS,2005-04-21,2005-04-21,EXTERIEUR,RUE,DE CONDE,75006,RUE DE CONDE 75006 Paris France,48.850516, 2.338057,
LE HUITIEME PECHE,DANIEL LEGER,2005-05-20,2005-05-20,EXTERIEUR,BOULEVARD,DE CLICHY,75009,BOULEVARD DE CLICHY 75009 Paris France,48.883321, 2.333763,
HELL,BRUNO CHICHE,2005-05-17,2005-05-17,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
HELL,BRUNO CHICHE,2005-05-18,2005-05-18,EXTERIEUR,AVENUE,PIERRE 1ER DE SERBIE,75008,AVENUE PIERRE 1ER DE SERBIE 75008 Paris France,48.867483, 2.299314,
HELL,BRUNO CHICHE,2005-12-05,2005-12-05,EXTERIEUR,RUE,FRANCOIS 1ER,75008,RUE FRANCOIS 1ER 75008 Paris France,48.8676, 2.30538,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-25,2005-04-26,DOMAINE PUBLIC,PARC,MONCEAU,75008,PARC MONCEAU 75008 Paris France,48.880744, 2.311696,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,PLACE,BAUDOYER,75004,PLACE BAUDOYER 75004 Paris France,48.856155, 2.355389,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,PONT,AU DOUBLE,75005,PONT AU DOUBLE 75005 Paris France,48.852598, 2.348449,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,QUAI,DE BOURBON,75004,QUAI DE BOURBON 75004 Paris France,48.853023, 2.355285,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-29,2005-04-29,EXTERIEUR,RUE,DE BEAUJOLAIS,75001,RUE DE BEAUJOLAIS 75001 Paris France,48.866204, 2.338215,
EL AMOR Y LA CIUDAD,TERESA CONSTANTINI,2005-04-28,2005-04-28,EXTERIEUR,RUE,DES TROIS PORT,75005,RUE DES TROIS PORT 75005 Paris France,48.866884, 2.373347,
COMME TOUT LE MONDE,PIERRE-PAUL RENDERS,2005-05-23,2005-05-23,EXTERIEUR,PLACE,DU MARCHE,75001,PLACE DU MARCHE 75001 Paris France,48.866912, 2.332181,
COMME TOUT LE MONDE,PIERRE-PAUL RENDERS,2005-05-23,2005-05-23,EXTERIEUR,RUE,HALEVY,75009,RUE HALEVY 75009 Paris France,48.872063, 2.332745,
LA DOUBLURE,FRANCIS VEBER,2005-11-07,2005-11-07,EXTERIEUR,RUE,D'ESTREES,75007,RUE D'ESTREES 75007 Paris France,48.851485, 2.31069,
L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR,CLAUDE CHABROL,2005-06-21,2005-06-21,EXTERIEUR,RUE,DANTE,75005,RUE DANTE 75005 Paris France,48.851057, 2.346158,
L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR,CLAUDE CHABROL,2005-06-20,2005-06-20,EXTERIEUR,RUE,DANTE,75005,RUE DANTE 75005 Paris France,48.851057, 2.346158,
L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR,CLAUDE CHABROL,2005-05-30,2005-05-30,EXTERIEUR,RUE,MESSIER,75014,RUE MESSIER 75014 Paris France,48.833991, 2.338087,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,BOULEVARD,DU PALAIS,75004,BOULEVARD DU PALAIS 75004 Paris France,48.855293, 2.34588,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-15,2005-06-15,EXTERIEUR,RUE,DES HOSPITALIERES ST-GERVAIS,75004,RUE DES HOSPITALIERES ST-GERVAIS 75004 Paris France,48.857965, 2.35887,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,DES FOSSES ST-BERNARD,75005,RUE DES FOSSES ST-BERNARD 75005 Paris France,48.848102, 2.35422,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-05-07,2005-05-07,EXTERIEUR,RUE,DU PETIT PONT,75005,RUE DU PETIT PONT 75005 Paris France,48.852501, 2.346491,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-15,2005-06-15,EXTERIEUR,RUE,DES ARCHIVES,75004,RUE DES ARCHIVES 75004 Paris France,48.86007, 2.35685,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-15,2005-06-15,EXTERIEUR,RUE,DES BLANCS MANTEAUX,75004,RUE DES BLANCS MANTEAUX 75004 Paris France,48.859186, 2.356663,
QUI M'AIME ME SUIVE/HELAS & HOURRA !,BENOIT COHEN,2005-06-21,2005-06-21,EXTERIEUR,RUE,HENRI HUCHARD,75018,RUE HENRI HUCHARD 75018 Paris France,48.899082, 2.333948,
J'INVENTE RIEN,MICHEL LECLERC,2005-06-23,2005-06-23,EXTERIEUR,BOULEVARD,DAVOULT,75020,BOULEVARD DAVOULT 75020 Paris France,48.855744, 2.410166,
J'INVENTE RIEN,MICHEL LECLERC,2005-07-15,2005-07-15,EXTERIEUR,PLACE,OCTAVE CHANUT,75020,PLACE OCTAVE CHANUT 75020 Paris France,48.866162, 2.406453,
J'INVENTE RIEN,MICHEL LECLERC,2005-06-23,2005-06-23,EXTERIEUR,RUE,MENILMONTANT,75020,RUE MENILMONTANT 75020 Paris France,48.865061, 2.39905,
J'INVENTE RIEN,MICHEL LECLERC,2005-07-06,2005-08-06,EXTERIEUR,RUE,DE L'AISNE,75019,RUE DE L'AISNE 75019 Paris France,48.89064, 2.382611,
J'INVENTE RIEN,MICHEL LECLERC,2005-05-07,2005-05-07,EXTERIEUR,RUE,DES MONTIBOEUFS,75020,RUE DES MONTIBOEUFS 75020 Paris France,48.866556, 2.405087,
J'INVENTE RIEN,MICHEL LECLERC,2005-06-06,2005-06-06,EXTERIEUR,RUE,DES MONTIBOEUFS/R LE-BUA (ANGLE),75020,RUE DES MONTIBOEUFS/R LE-BUA (ANGLE) 75020 Paris France,48.865061, 2.39905,
J'INVENTE RIEN,MICHEL LECLERC,2005-06-24,2005-06-24,EXTERIEUR,RUE,DES MONTIBOEUFS,75020,RUE DES MONTIBOEUFS 75020 Paris France,48.866556, 2.405087,
DU JOUR AU LENDEMAIN,PHILIPPE LE GUAY,2005-09-07,2005-09-07,EXTERIEUR,RUE,CHARLES MOUREU,75013,RUE CHARLES MOUREU 75013 Paris France,48.828127, 2.36175,
DA VINCI CODE,RON HOWARD,2005-11-07,2005-11-07,EXTERIEUR,COUR,NAPOLEON,75001,COUR NAPOLEON 75001 Paris France,48.86, 2.341111,
